Consulta Dinâmica de Receita 01/2019 - 06/2020
Alínea;Subalínea;Exercício;Mês;Receita Prevista;Receita Realizada;Diferença;% Realizado;
"IMPOSTOS SOBRE A PRODUÇÃO, CIRCULAÇÃO DE MERCADORIAS E SERVIÇOS";"ADICIONAL ICMS - FUNDO ESTADUAL DE COMBATE À POBREZA - MULTAS E JUROS";"2019";"5";0,00;904,25;-904,25;0,00;
"IMPOSTOS SOBRE A PRODUÇÃO, CIRCULAÇÃO DE MERCADORIAS E SERVIÇOS";"ADICIONAL ICMS - FUNDO ESTADUAL DE COMBATE À POBREZA - MULTAS E JUROS";"2020";"5";0,00;2.848,26;-2.848,26;0,00;
"IMPOSTOS SOBRE A PRODUÇÃO, CIRCULAÇÃO DE MERCADORIAS E SERVIÇOS";"ADICIONAL ICMS - FUNDO ESTADUAL DE COMBATE À POBREZA - MULTAS E JUROS";"2019";"6";0,00;4.835,85;-4.835,85;0,00;
"IMPOSTOS SOBRE A PRODUÇÃO, CIRCULAÇÃO DE MERCADORIAS E SERVIÇOS";"ADICIONAL ICMS - FUNDO ESTADUAL DE COMBATE À POBREZA - MULTAS E JUROS";"2020";"6";0,00;161,46;-161,46;0,00;
"IMPOSTOS SOBRE A PRODUÇÃO, CIRCULAÇÃO DE MERCADORIAS E SERVIÇOS";"ADICIONAL ICMS - FUNDO ESTADUAL DE COMBATE À POBREZA - PRINCIPAL";"2020";"1";63.877.611,00;6.540.675,41;57.336.935,59;10,24;
"IMPOSTOS SOBRE A PRODUÇÃO, CIRCULAÇÃO DE MERCADORIAS E SERVIÇOS";"ADICIONAL ICMS - FUNDO ESTADUAL DE COMBATE À POBREZA - PRINCIPAL";"2019";"2";0,00;314.705,61;-314.705,61;0,00;
"IMPOSTOS SOBRE A PRODUÇÃO, CIRCULAÇÃO DE MERCADORIAS E SERVIÇOS";"ADICIONAL ICMS - FUNDO ESTADUAL DE COMBATE À POBREZA - PRINCIPAL";"2020";"2";0,00;5.536.473,96;-5.536.473,96;0,00;
"IMPOSTOS SOBRE A PRODUÇÃO, CIRCULAÇÃO DE MERCADORIAS E SERVIÇOS";"ADICIONAL ICMS - FUNDO ESTADUAL DE COMBATE À POBREZA - PRINCIPAL";"2019";"3";0,00;4.670.474,59;-4.670.474,59;0,00;
"IMPOSTOS SOBRE A PRODUÇÃO, CIRCULAÇÃO DE MERCADORIAS E SERVIÇOS";"ADICIONAL ICMS - FUNDO ESTADUAL DE COMBATE À POBREZA - PRINCIPAL";"2020";"3";0,00;5.542.496,71;-5.542.496,71;0,00;
"IMPOSTOS SOBRE A PRODUÇÃO, CIRCULAÇÃO DE MERCADORIAS E SERVIÇOS";"ADICIONAL ICMS - FUNDO ESTADUAL DE COMBATE À POBREZA - PRINCIPAL";"2019";"4";0,00;5.041.738,49;-5.041.738,49;0,00;
"IMPOSTOS SOBRE A PRODUÇÃO, CIRCULAÇÃO DE MERCADORIAS E SERVIÇOS";"ADICIONAL ICMS - FUNDO ESTADUAL DE COMBATE À POBREZA - PRINCIPAL";"2020";"4";0,00;3.628.102,76;-3.628.102,76;0,00;
"IMPOSTOS SOBRE A PRODUÇÃO, CIRCULAÇÃO DE MERCADORIAS E SERVIÇOS";"ADICIONAL ICMS - FUNDO ESTADUAL DE COMBATE À POBREZA - PRINCIPAL";"2019";"5";0,00;5.030.720,72;-5.030.720,72;0,00;
"IMPOSTOS SOBRE A PRODUÇÃO, CIRCULAÇÃO DE MERCADORIAS E SERVIÇOS";"ADICIONAL ICMS - FUNDO ESTADUAL DE COMBATE À POBREZA - PRINCIPAL";"2020";"5";0,00;3.580.732,49;-3.580.732,49;0,00;
"IMPOSTOS SOBRE A PRODUÇÃO, CIRCULAÇÃO DE MERCADORIAS E SERVIÇOS";"ADICIONAL ICMS - FUNDO ESTADUAL DE COMBATE À POBREZA - PRINCIPAL";"2019";"6";0,00;5.575.516,24;-5.575.516,24;0,00;
"IMPOSTOS SOBRE A PRODUÇÃO, CIRCULAÇÃO DE MERCADORIAS E SERVIÇOS";"ADICIONAL ICMS - FUNDO ESTADUAL DE COMBATE À POBREZA - PRINCIPAL";"2020";"6";0,00;4.737.211,34;-4.737.211,34;0,00;
"IMPOSTOS SOBRE A PRODUÇÃO, CIRCULAÇÃO DE MERCADORIAS E SERVIÇOS";"IMPOSTO SOBRE OPERAÇÕES RELATIVAS À CIRCULAÇÃO DE MERCADORIAS E SOBRE";"2019";"1";8.858.958.950,00;700.651.289,55;8.158.307.660,45;7,91;
"IMPOSTOS SOBRE A PRODUÇÃO, CIRCULAÇÃO DE MERCADORIAS E SERVIÇOS";"IMPOSTO SOBRE OPERAÇÕES RELATIVAS À CIRCULAÇÃO DE MERCADORIAS E SOBRE";"2020";"1";8.669.139.956,00;797.423.739,46;7.871.716.216,54;9,20;
"IMPOSTOS SOBRE A PRODUÇÃO, CIRCULAÇÃO DE MERCADORIAS E SERVIÇOS";"IMPOSTO SOBRE OPERAÇÕES RELATIVAS À CIRCULAÇÃO DE MERCADORIAS E SOBRE";"2019";"2";0,00;639.836.671,16;-639.836.671,16;0,00;
"IMPOSTOS SOBRE A PRODUÇÃO, CIRCULAÇÃO DE MERCADORIAS E SERVIÇOS";"IMPOSTO SOBRE OPERAÇÕES RELATIVAS À CIRCULAÇÃO DE MERCADORIAS E SOBRE";"2020";"2";0,00;724.261.673,93;-724.261.673,93;0,00;
"IMPOSTOS SOBRE A PRODUÇÃO, CIRCULAÇÃO DE MERCADORIAS E SERVIÇOS";"IMPOSTO SOBRE OPERAÇÕES RELATIVAS À CIRCULAÇÃO DE MERCADORIAS E SOBRE";"2019";"3";0,00;633.736.042,41;-633.736.042,41;0,00;
"IMPOSTOS SOBRE A PRODUÇÃO, CIRCULAÇÃO DE MERCADORIAS E SERVIÇOS";"IMPOSTO SOBRE OPERAÇÕES RELATIVAS À CIRCULAÇÃO DE MERCADORIAS E SOBRE";"2020";"3";0,00;711.599.365,85;-711.599.365,85;0,00;
"IMPOSTOS SOBRE A PRODUÇÃO, CIRCULAÇÃO DE MERCADORIAS E SERVIÇOS";"IMPOSTO SOBRE OPERAÇÕES RELATIVAS À CIRCULAÇÃO DE MERCADORIAS E SOBRE";"2019";"4";0,00;623.709.367,30;-623.709.367,30;0,00;
"IMPOSTOS SOBRE A PRODUÇÃO, CIRCULAÇÃO DE MERCADORIAS E SERVIÇOS";"IMPOSTO SOBRE OPERAÇÕES RELATIVAS À CIRCULAÇÃO DE MERCADORIAS E SOBRE";"2020";"4";0,00;552.196.941,71;-552.196.941,71;0,00;
"IMPOSTOS SOBRE A PRODUÇÃO, CIRCULAÇÃO DE MERCADORIAS E SERVIÇOS";"IMPOSTO SOBRE OPERAÇÕES RELATIVAS À CIRCULAÇÃO DE MERCADORIAS E SOBRE";"2019";"5";0,00;665.472.176,12;-665.472.176,12;0,00;
"IMPOSTOS SOBRE A PRODUÇÃO, CIRCULAÇÃO DE MERCADORIAS E SERVIÇOS";"IMPOSTO SOBRE OPERAÇÕES RELATIVAS À CIRCULAÇÃO DE MERCADORIAS E SOBRE";"2020";"5";0,00;541.849.203,75;-541.849.203,75;0,00;
"IMPOSTOS SOBRE A PRODUÇÃO, CIRCULAÇÃO DE MERCADORIAS E SERVIÇOS";"IMPOSTO SOBRE OPERAÇÕES RELATIVAS À CIRCULAÇÃO DE MERCADORIAS E SOBRE";"2019";"6";0,00;696.412.083,91;-696.412.083,91;0,00;
"IMPOSTOS SOBRE A PRODUÇÃO, CIRCULAÇÃO DE MERCADORIAS E SERVIÇOS";"IMPOSTO SOBRE OPERAÇÕES RELATIVAS À CIRCULAÇÃO DE MERCADORIAS E SOBRE";"2020";"6";0,00;535.798.332,10;-535.798.332,10;0,00;
"IMPOSTOS SOBRE A PRODUÇÃO, CIRCULAÇÃO DE MERCADORIAS E SERVIÇOS";"IMPOSTO SOBRE SERVIÇOS DE QUALQUER NATUREZA - DÍVIDA ATIVA";"2019";"1";41.470.903,00;4.205.400,80;37.265.502,20;10,14;
"IMPOSTOS SOBRE A PRODUÇÃO, CIRCULAÇÃO DE MERCADORIAS E SERVIÇOS";"IMPOSTO SOBRE SERVIÇOS DE QUALQUER NATUREZA - DÍVIDA ATIVA";"2020";"1";41.684.801,00;2.925.710,91;38.759.090,09;7,02;
"IMPOSTOS SOBRE A PRODUÇÃO, CIRCULAÇÃO DE MERCADORIAS E SERVIÇOS";"IMPOSTO SOBRE SERVIÇOS DE QUALQUER NATUREZA - DÍVIDA ATIVA";"2019";"2";0,00;-883.931,53;883.931,53;0,00;
"IMPOSTOS SOBRE A PRODUÇÃO, CIRCULAÇÃO DE MERCADORIAS E SERVIÇOS";"IMPOSTO SOBRE SERVIÇOS DE QUALQUER NATUREZA - DÍVIDA ATIVA";"2020";"2";0,00;2.667.699,50;-2.667.699,50;0,00;
"IMPOSTOS SOBRE A PRODUÇÃO, CIRCULAÇÃO DE MERCADORIAS E SERVIÇOS";"IMPOSTO SOBRE SERVIÇOS DE QUALQUER NATUREZA - DÍVIDA ATIVA";"2019";"3";0,00;-563.438,82;563.438,82;0,00;
"IMPOSTOS SOBRE A PRODUÇÃO, CIRCULAÇÃO DE MERCADORIAS E SERVIÇOS";"IMPOSTO SOBRE SERVIÇOS DE QUALQUER NATUREZA - DÍVIDA ATIVA";"2020";"3";0,00;2.439.165,45;-2.439.165,45;0,00;
"IMPOSTOS SOBRE A PRODUÇÃO, CIRCULAÇÃO DE MERCADORIAS E SERVIÇOS";"IMPOSTO SOBRE SERVIÇOS DE QUALQUER NATUREZA - DÍVIDA ATIVA";"2019";"4";0,00;2.919.032,49;-2.919.032,49;0,00;
"IMPOSTOS SOBRE A PRODUÇÃO, CIRCULAÇÃO DE MERCADORIAS E SERVIÇOS";"IMPOSTO SOBRE SERVIÇOS DE QUALQUER NATUREZA - DÍVIDA ATIVA";"2020";"4";0,00;2.086.515,97;-2.086.515,97;0,00;
"IMPOSTOS SOBRE A PRODUÇÃO, CIRCULAÇÃO DE MERCADORIAS E SERVIÇOS";"IMPOSTO SOBRE SERVIÇOS DE QUALQUER NATUREZA - DÍVIDA ATIVA";"2019";"5";0,00;3.212.555,68;-3.212.555,68;0,00;
"IMPOSTOS SOBRE A PRODUÇÃO, CIRCULAÇÃO DE MERCADORIAS E SERVIÇOS";"IMPOSTO SOBRE SERVIÇOS DE QUALQUER NATUREZA - DÍVIDA ATIVA";"2020";"5";0,00;2.147.464,55;-2.147.464,55;0,00;
"IMPOSTOS SOBRE A PRODUÇÃO, CIRCULAÇÃO DE MERCADORIAS E SERVIÇOS";"IMPOSTO SOBRE SERVIÇOS DE QUALQUER NATUREZA - DÍVIDA ATIVA";"2019";"6";0,00;10.120.981,46;-10.120.981,46;0,00;
"IMPOSTOS SOBRE A PRODUÇÃO, CIRCULAÇÃO DE MERCADORIAS E SERVIÇOS";"IMPOSTO SOBRE SERVIÇOS DE QUALQUER NATUREZA - DÍVIDA ATIVA";"2020";"6";0,00;1.542.722,61;-1.542.722,61;0,00;
"IMPOSTOS SOBRE A PRODUÇÃO, CIRCULAÇÃO DE MERCADORIAS E SERVIÇOS";"IMPOSTO SOBRE SERVIÇOS DE QUALQUER NATUREZA - DÍVIDA ATIVA - MULTAS E";"2019";"1";9.746.429,00;1.490.842,08;8.255.586,92;15,30;
"IMPOSTOS SOBRE A PRODUÇÃO, CIRCULAÇÃO DE MERCADORIAS E SERVIÇOS";"IMPOSTO SOBRE SERVIÇOS DE QUALQUER NATUREZA - DÍVIDA ATIVA - MULTAS E";"2020";"1";7.454.617,00;593.580,27;6.861.036,73;7,96;
"IMPOSTOS SOBRE A PRODUÇÃO, CIRCULAÇÃO DE MERCADORIAS E SERVIÇOS";"IMPOSTO SOBRE SERVIÇOS DE QUALQUER NATUREZA - DÍVIDA ATIVA - MULTAS E";"2019";"2";0,00;860.874,23;-860.874,23;0,00;
"IMPOSTOS SOBRE A PRODUÇÃO, CIRCULAÇÃO DE MERCADORIAS E SERVIÇOS";"IMPOSTO SOBRE SERVIÇOS DE QUALQUER NATUREZA - DÍVIDA ATIVA - MULTAS E";"2020";"2";0,00;431.234,82;-431.234,82;0,00;
"IMPOSTOS SOBRE A PRODUÇÃO, CIRCULAÇÃO DE MERCADORIAS E SERVIÇOS";"IMPOSTO SOBRE SERVIÇOS DE QUALQUER NATUREZA - DÍVIDA ATIVA - MULTAS E";"2019";"3";0,00;441.471,47;-441.471,47;0,00;
"IMPOSTOS SOBRE A PRODUÇÃO, CIRCULAÇÃO DE MERCADORIAS E SERVIÇOS";"IMPOSTO SOBRE SERVIÇOS DE QUALQUER NATUREZA - DÍVIDA ATIVA - MULTAS E";"2020";"3";0,00;370.142,56;-370.142,56;0,00;
"IMPOSTOS SOBRE A PRODUÇÃO, CIRCULAÇÃO DE MERCADORIAS E SERVIÇOS";"IMPOSTO SOBRE SERVIÇOS DE QUALQUER NATUREZA - DÍVIDA ATIVA - MULTAS E";"2019";"4";0,00;514.548,30;-514.548,30;0,00;
"IMPOSTOS SOBRE A PRODUÇÃO, CIRCULAÇÃO DE MERCADORIAS E SERVIÇOS";"IMPOSTO SOBRE SERVIÇOS DE QUALQUER NATUREZA - DÍVIDA ATIVA - MULTAS E";"2019";"5";0,00;740.932,35;-740.932,35;0,00;
"IMPOSTOS SOBRE A PRODUÇÃO, CIRCULAÇÃO DE MERCADORIAS E SERVIÇOS";"IMPOSTO SOBRE SERVIÇOS DE QUALQUER NATUREZA - DÍVIDA ATIVA - MULTAS E";"2020";"5";0,00;634.493,99;-634.493,99;0,00;
"IMPOSTOS SOBRE A PRODUÇÃO, CIRCULAÇÃO DE MERCADORIAS E SERVIÇOS";"IMPOSTO SOBRE SERVIÇOS DE QUALQUER NATUREZA - DÍVIDA ATIVA - MULTAS E";"2019";"6";0,00;470.889,23;-470.889,23;0,00;
"IMPOSTOS SOBRE A PRODUÇÃO, CIRCULAÇÃO DE MERCADORIAS E SERVIÇOS";"IMPOSTO SOBRE SERVIÇOS DE QUALQUER NATUREZA - DÍVIDA ATIVA - MULTAS E";"2020";"6";0,00;270.458,47;-270.458,47;0,00;
"IMPOSTOS SOBRE A PRODUÇÃO, CIRCULAÇÃO DE MERCADORIAS E SERVIÇOS";"IMPOSTO SOBRE SERVIÇOS DE QUALQUER NATUREZA - MULTAS E JUROS";"2019";"1";13.104.933,00;1.636.163,87;11.468.769,13;12,49;
"IMPOSTOS SOBRE A PRODUÇÃO, CIRCULAÇÃO DE MERCADORIAS E SERVIÇOS";"IMPOSTO SOBRE SERVIÇOS DE QUALQUER NATUREZA - MULTAS E JUROS";"2020";"1";14.509.584,00;1.230.785,90;13.278.798,10;8,48;
"IMPOSTOS SOBRE A PRODUÇÃO, CIRCULAÇÃO DE MERCADORIAS E SERVIÇOS";"IMPOSTO SOBRE SERVIÇOS DE QUALQUER NATUREZA - MULTAS E JUROS";"2019";"2";0,00;822.447,19;-822.447,19;0,00;
"IMPOSTOS SOBRE A PRODUÇÃO, CIRCULAÇÃO DE MERCADORIAS E SERVIÇOS";"IMPOSTO SOBRE SERVIÇOS DE QUALQUER NATUREZA - MULTAS E JUROS";"2020";"2";0,00;833.505,56;-833.505,56;0,00;
"IMPOSTOS SOBRE A PRODUÇÃO, CIRCULAÇÃO DE MERCADORIAS E SERVIÇOS";"IMPOSTO SOBRE SERVIÇOS DE QUALQUER NATUREZA - MULTAS E JUROS";"2019";"3";0,00;944.594,77;-944.594,77;0,00;
"IMPOSTOS SOBRE A PRODUÇÃO, CIRCULAÇÃO DE MERCADORIAS E SERVIÇOS";"IMPOSTO SOBRE SERVIÇOS DE QUALQUER NATUREZA - MULTAS E JUROS";"2020";"3";0,00;543.445,93;-543.445,93;0,00;
"IMPOSTOS SOBRE A PRODUÇÃO, CIRCULAÇÃO DE MERCADORIAS E SERVIÇOS";"IMPOSTO SOBRE SERVIÇOS DE QUALQUER NATUREZA - MULTAS E JUROS";"2019";"4";0,00;928.633,07;-928.633,07;0,00;
"IMPOSTOS SOBRE A PRODUÇÃO, CIRCULAÇÃO DE MERCADORIAS E SERVIÇOS";"IMPOSTO SOBRE SERVIÇOS DE QUALQUER NATUREZA - MULTAS E JUROS";"2020";"4";0,00;1.038.711,08;-1.038.711,08;0,00;
"IMPOSTOS SOBRE A PRODUÇÃO, CIRCULAÇÃO DE MERCADORIAS E SERVIÇOS";"IMPOSTO SOBRE SERVIÇOS DE QUALQUER NATUREZA - MULTAS E JUROS";"2019";"5";0,00;1.033.741,22;-1.033.741,22;0,00;
"IMPOSTOS SOBRE A PRODUÇÃO, CIRCULAÇÃO DE MERCADORIAS E SERVIÇOS";"IMPOSTO SOBRE SERVIÇOS DE QUALQUER NATUREZA - MULTAS E JUROS";"2020";"5";0,00;757.060,26;-757.060,26;0,00;
"IMPOSTOS SOBRE A PRODUÇÃO, CIRCULAÇÃO DE MERCADORIAS E SERVIÇOS";"IMPOSTO SOBRE SERVIÇOS DE QUALQUER NATUREZA - MULTAS E JUROS";"2019";"6";0,00;863.207,08;-863.207,08;0,00;
"IMPOSTOS SOBRE A PRODUÇÃO, CIRCULAÇÃO DE MERCADORIAS E SERVIÇOS";"IMPOSTO SOBRE SERVIÇOS DE QUALQUER NATUREZA - MULTAS E JUROS";"2020";"6";0,00;326.266,57;-326.266,57;0,00;
"IMPOSTOS SOBRE A PRODUÇÃO, CIRCULAÇÃO DE MERCADORIAS E SERVIÇOS";"IMPOSTO SOBRE SERVIÇOS DE QUALQUER NATUREZA - PRINCIPAL";"2019";"1";1.739.006.289,00;239.306.215,83;1.499.700.073,17;13,76;
"IMPOSTOS SOBRE A PRODUÇÃO, CIRCULAÇÃO DE MERCADORIAS E SERVIÇOS";"IMPOSTO SOBRE SERVIÇOS DE QUALQUER NATUREZA - PRINCIPAL";"2020";"1";2.035.809.694,00;166.848.372,95;1.868.961.321,05;8,20;
"IMPOSTOS SOBRE A PRODUÇÃO, CIRCULAÇÃO DE MERCADORIAS E SERVIÇOS";"IMPOSTO SOBRE SERVIÇOS DE QUALQUER NATUREZA - PRINCIPAL";"2019";"2";0,00;58.152.008,43;-58.152.008,43;0,00;
"IMPOSTOS SOBRE A PRODUÇÃO, CIRCULAÇÃO DE MERCADORIAS E SERVIÇOS";"IMPOSTO SOBRE SERVIÇOS DE QUALQUER NATUREZA - PRINCIPAL";"2020";"2";0,00;138.368.845,82;-138.368.845,82;0,00;
"IMPOSTOS SOBRE A PRODUÇÃO, CIRCULAÇÃO DE MERCADORIAS E SERVIÇOS";"IMPOSTO SOBRE SERVIÇOS DE QUALQUER NATUREZA - PRINCIPAL";"2019";"3";0,00;160.194.176,31;-160.194.176,31;0,00;
"IMPOSTOS SOBRE A PRODUÇÃO, CIRCULAÇÃO DE MERCADORIAS E SERVIÇOS";"IMPOSTO SOBRE SERVIÇOS DE QUALQUER NATUREZA - PRINCIPAL";"2020";"3";0,00;158.445.015,61;-158.445.015,61;0,00;
"IMPOSTOS SOBRE A PRODUÇÃO, CIRCULAÇÃO DE MERCADORIAS E SERVIÇOS";"IMPOSTO SOBRE SERVIÇOS DE QUALQUER NATUREZA - PRINCIPAL";"2019";"4";0,00;147.827.890,16;-147.827.890,16;0,00;
"IMPOSTOS SOBRE A PRODUÇÃO, CIRCULAÇÃO DE MERCADORIAS E SERVIÇOS";"IMPOSTO SOBRE SERVIÇOS DE QUALQUER NATUREZA - PRINCIPAL";"2020";"4";0,00;142.882.883,83;-142.882.883,83;0,00;
"IMPOSTOS SOBRE A PRODUÇÃO, CIRCULAÇÃO DE MERCADORIAS E SERVIÇOS";"IMPOSTO SOBRE SERVIÇOS DE QUALQUER NATUREZA - PRINCIPAL";"2019";"5";0,00;160.159.939,87;-160.159.939,87;0,00;
"IMPOSTOS SOBRE A PRODUÇÃO, CIRCULAÇÃO DE MERCADORIAS E SERVIÇOS";"IMPOSTO SOBRE SERVIÇOS DE QUALQUER NATUREZA - PRINCIPAL";"2020";"5";0,00;127.472.433,21;-127.472.433,21;0,00;
"IMPOSTOS SOBRE A PRODUÇÃO, CIRCULAÇÃO DE MERCADORIAS E SERVIÇOS";"IMPOSTO SOBRE SERVIÇOS DE QUALQUER NATUREZA - PRINCIPAL";"2019";"6";0,00;159.935.167,93;-159.935.167,93;0,00;
"IMPOSTOS SOBRE A PRODUÇÃO, CIRCULAÇÃO DE MERCADORIAS E SERVIÇOS";"IMPOSTO SOBRE SERVIÇOS DE QUALQUER NATUREZA - PRINCIPAL";"2020";"6";0,00;116.786.420,31;-116.786.420,31;0,00;
"IMPOSTOS SOBRE O PATRIMÔNIO PARA ESTADOS/DF/MUNICÍPIOS";"IMPOSTO SOBRE A PROPRIEDADE DE VEÍCULOS AUTOMOTORES - DÍVIDA ATIVA";"2019";"1";85.651.407,00;4.521.355,22;81.130.051,78;5,28;
"IMPOSTOS SOBRE O PATRIMÔNIO PARA ESTADOS/DF/MUNICÍPIOS";"IMPOSTO SOBRE A PROPRIEDADE DE VEÍCULOS AUTOMOTORES - DÍVIDA ATIVA";"2020";"1";78.588.152,00;5.013.155,16;73.574.996,84;6,38;
"IMPOSTOS SOBRE O PATRIMÔNIO PARA ESTADOS/DF/MUNICÍPIOS";"IMPOSTO SOBRE A PROPRIEDADE DE VEÍCULOS AUTOMOTORES - DÍVIDA ATIVA";"2019";"2";0,00;-577.516,00;577.516,00;0,00;
"IMPOSTOS SOBRE O PATRIMÔNIO PARA ESTADOS/DF/MUNICÍPIOS";"IMPOSTO SOBRE A PROPRIEDADE DE VEÍCULOS AUTOMOTORES - DÍVIDA ATIVA";"2020";"2";0,00;4.081.559,14;-4.081.559,14;0,00;
"IMPOSTOS SOBRE O PATRIMÔNIO PARA ESTADOS/DF/MUNICÍPIOS";"IMPOSTO SOBRE A PROPRIEDADE DE VEÍCULOS AUTOMOTORES - DÍVIDA ATIVA";"2019";"3";0,00;3.048.663,14;-3.048.663,14;0,00;
"IMPOSTOS SOBRE O PATRIMÔNIO PARA ESTADOS/DF/MUNICÍPIOS";"IMPOSTO SOBRE A PROPRIEDADE DE VEÍCULOS AUTOMOTORES - DÍVIDA ATIVA";"2020";"3";0,00;3.194.177,36;-3.194.177,36;0,00;
"IMPOSTOS SOBRE O PATRIMÔNIO PARA ESTADOS/DF/MUNICÍPIOS";"IMPOSTO SOBRE A PROPRIEDADE DE VEÍCULOS AUTOMOTORES - DÍVIDA ATIVA";"2019";"4";0,00;7.881.996,06;-7.881.996,06;0,00;
"IMPOSTOS SOBRE O PATRIMÔNIO PARA ESTADOS/DF/MUNICÍPIOS";"IMPOSTO SOBRE A PROPRIEDADE DE VEÍCULOS AUTOMOTORES - DÍVIDA ATIVA";"2020";"4";0,00;2.096.254,46;-2.096.254,46;0,00;
"IMPOSTOS SOBRE O PATRIMÔNIO PARA ESTADOS/DF/MUNICÍPIOS";"IMPOSTO SOBRE A PROPRIEDADE DE VEÍCULOS AUTOMOTORES - DÍVIDA ATIVA";"2019";"5";0,00;7.131.482,43;-7.131.482,43;0,00;
"IMPOSTOS SOBRE O PATRIMÔNIO PARA ESTADOS/DF/MUNICÍPIOS";"IMPOSTO SOBRE A PROPRIEDADE DE VEÍCULOS AUTOMOTORES - DÍVIDA ATIVA";"2020";"5";0,00;2.765.562,15;-2.765.562,15;0,00;
"IMPOSTOS SOBRE O PATRIMÔNIO PARA ESTADOS/DF/MUNICÍPIOS";"IMPOSTO SOBRE A PROPRIEDADE DE VEÍCULOS AUTOMOTORES - DÍVIDA ATIVA";"2019";"6";0,00;14.476.787,00;-14.476.787,00;0,00;
"IMPOSTOS SOBRE O PATRIMÔNIO PARA ESTADOS/DF/MUNICÍPIOS";"IMPOSTO SOBRE A PROPRIEDADE DE VEÍCULOS AUTOMOTORES - DÍVIDA ATIVA";"2020";"6";0,00;2.640.726,75;-2.640.726,75;0,00;
"IMPOSTOS SOBRE O PATRIMÔNIO PARA ESTADOS/DF/MUNICÍPIOS";"IMPOSTO SOBRE A PROPRIEDADE DE VEÍCULOS AUTOMOTORES - DÍVIDA ATIVA - M";"2019";"1";24.846.079,00;1.426.273,68;23.419.805,32;5,74;
"IMPOSTOS SOBRE O PATRIMÔNIO PARA ESTADOS/DF/MUNICÍPIOS";"IMPOSTO SOBRE A PROPRIEDADE DE VEÍCULOS AUTOMOTORES - DÍVIDA ATIVA - M";"2020";"1";14.570.118,00;1.459.516,78;13.110.601,22;10,02;
"IMPOSTOS SOBRE O PATRIMÔNIO PARA ESTADOS/DF/MUNICÍPIOS";"IMPOSTO SOBRE A PROPRIEDADE DE VEÍCULOS AUTOMOTORES - DÍVIDA ATIVA - M";"2019";"2";0,00;1.169.485,77;-1.169.485,77;0,00;
"IMPOSTOS SOBRE O PATRIMÔNIO PARA ESTADOS/DF/MUNICÍPIOS";"IMPOSTO SOBRE A PROPRIEDADE DE VEÍCULOS AUTOMOTORES - DÍVIDA ATIVA - M";"2020";"2";0,00;1.092.822,05;-1.092.822,05;0,00;
"IMPOSTOS SOBRE O PATRIMÔNIO PARA ESTADOS/DF/MUNICÍPIOS";"IMPOSTO SOBRE A PROPRIEDADE DE VEÍCULOS AUTOMOTORES - DÍVIDA ATIVA - M";"2019";"3";0,00;2.062.645,15;-2.062.645,15;0,00;
"IMPOSTOS SOBRE O PATRIMÔNIO PARA ESTADOS/DF/MUNICÍPIOS";"IMPOSTO SOBRE A PROPRIEDADE DE VEÍCULOS AUTOMOTORES - DÍVIDA ATIVA - M";"2020";"3";0,00;725.196,77;-725.196,77;0,00;
"IMPOSTOS SOBRE O PATRIMÔNIO PARA ESTADOS/DF/MUNICÍPIOS";"IMPOSTO SOBRE A PROPRIEDADE DE VEÍCULOS AUTOMOTORES - DÍVIDA ATIVA - M";"2019";"4";0,00;2.314.761,79;-2.314.761,79;0,00;
"IMPOSTOS SOBRE O PATRIMÔNIO PARA ESTADOS/DF/MUNICÍPIOS";"IMPOSTO SOBRE A PROPRIEDADE DE VEÍCULOS AUTOMOTORES - DÍVIDA ATIVA - M";"2020";"4";0,00;168.191,79;-168.191,79;0,00;
"IMPOSTOS SOBRE O PATRIMÔNIO PARA ESTADOS/DF/MUNICÍPIOS";"IMPOSTO SOBRE A PROPRIEDADE DE VEÍCULOS AUTOMOTORES - DÍVIDA ATIVA - M";"2019";"5";0,00;2.102.823,43;-2.102.823,43;0,00;
"IMPOSTOS SOBRE O PATRIMÔNIO PARA ESTADOS/DF/MUNICÍPIOS";"IMPOSTO SOBRE A PROPRIEDADE DE VEÍCULOS AUTOMOTORES - DÍVIDA ATIVA - M";"2020";"5";0,00;873.792,61;-873.792,61;0,00;
"IMPOSTOS SOBRE O PATRIMÔNIO PARA ESTADOS/DF/MUNICÍPIOS";"IMPOSTO SOBRE A PROPRIEDADE DE VEÍCULOS AUTOMOTORES - DÍVIDA ATIVA - M";"2019";"6";0,00;1.782.308,78;-1.782.308,78;0,00;
"IMPOSTOS SOBRE O PATRIMÔNIO PARA ESTADOS/DF/MUNICÍPIOS";"IMPOSTO SOBRE A PROPRIEDADE DE VEÍCULOS AUTOMOTORES - DÍVIDA ATIVA - M";"2020";"6";0,00;697.762,58;-697.762,58;0,00;
"IMPOSTOS SOBRE O PATRIMÔNIO PARA ESTADOS/DF/MUNICÍPIOS";"IMPOSTO SOBRE A PROPRIEDADE DE VEÍCULOS AUTOMOTORES - MULTAS E JUROS";"2019";"1";28.572.053,00;2.248.950,20;26.323.102,80;7,87;
"IMPOSTOS SOBRE O PATRIMÔNIO PARA ESTADOS/DF/MUNICÍPIOS";"IMPOSTO SOBRE A PROPRIEDADE DE VEÍCULOS AUTOMOTORES - MULTAS E JUROS";"2020";"1";46.027.274,00;2.003.911,79;44.023.362,21;4,35;
